Date,Address,Name,Class,Archetype,Expansion,DeckScore,Card1,Card2,Card3,Card4,Card5,Card6,Card7,Card8,Card9,Card10,Card11,Card12,Card13,Card14,Card15,Card16,Card17,Card18,Card19,Card20,Card21,Card22,Card23,Card24,Card25,Card26,Card27,Card28,Card29,Card30,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Wins,Bucket1,Bucket2
2016-06-27,https://www.heartharena.com/arena-run/oig087,oig087,Mage,Attrition,WOG,67.6,Forbidden Flame,Arcane Missiles,Worgen Infiltrator,Zombie Chow,Annoy-o-Tron,Flamecannon,Garrison Commander,River Crocolisk,Ship's Cannon,Jungle Panther,Ogre Brute,Silent Knight,Spellslinger,Twilight Flamecaller,Ancient Brewmaster,Maiden of the Lake,Corrupted Healbot,Ethereal Conjurer,Nexus-Champion Saraad,Servant of Yogg-Saron,Spectral Knight,Faceless Summoner,Master Jouster,Nerubian Prophet,Force-Tank MAX,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,3.0,1.0,1.0,1.0,,,,,,12,2,High
2016-06-27,https://www.heartharena.com/arena-run/3bs1u9,3bs1u9,Rogue,Tempo,WOG,68.1,Backstab,Argent Squire,Bladed Cultist,Voodoo Doctor,Betrayal,Bilefin Tidehunter,Bloodsail Raider,Eviscerate,Flame Juggler,Goblin Auto-Barber,Undercity Valiant,Argent Horserider,Jungle Panther,Razorfen Hunter,Shadow Strike,Silithid Swarmer,Aberrant Berserker,Gnomish Inventor,Southsea Squidface,Spellbreaker,Violet Teacher,Assassinate,Clockwork Knight,Mukla's Champion,Kodorider,Nerubian Prophet,Scaled Nightmare,Eldritch Horror,Sea Giant,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,9,2,High
2016-06-27,https://www.heartharena.com/arena-run/18f014,18f014,Warrior,Aggro-Control,WOG,70.1,Argent Squire,N'Zoth's First Mate,Amani Berserker,Battle Rage,Boneguard Lieutenant,Commanding Shout,Cruel Taskmaster,Execute,Haunted Creeper,Nerubian Egg,Rampage,Wild Pyromancer,Youthful Brewmaster,Acolyte of Pain,Bloodsail Cultist,Fiery War Axe,Ironfur Grizzly,Ravaging Ghoul,Ancient Brewmaster,Bloodhoof Brave,Death's Bite,Piloted Shredder,Tomb Spider,Djinni of Zephyrs,Crush,North Sea Kraken,,,,,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1.0,1.0,1.0,2.0,1.0,,,,,12,2,High
2016-06-28,https://www.heartharena.com/arena-run/6037yj,6037yj,Druid,Mid-Range,WOG,67.4,Innervate,Bilefin Tidehunter,Boneguard Lieutenant,Duskboar,Mark of Y'Shaarj,Mark of the Wild,Mechwarper,Power of the Wild,Wrath,Druid of the Flame,Harvest Golem,Mark of Nature,Mounted Raptor,Mulch,Aberrant Berserker,Piloted Shredder,Savage Combatant,Swipe,Azure Drake,Darkscale Healer,Mukla's Champion,Pit Fighter,Stampeding Kodo,Nerubian Prophet,Eldritch Horror,Ironbark Protector,,,,,1,1,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,2.0,,,,,8,1,High
2016-06-28,https://www.heartharena.com/arena-run/frwy53,frwy53,Mage,Attrition,WOG,65.9,Forbidden Flame,Abusive Sergeant,Arcane Missiles,Argent Squire,Arcane Explosion,Bilefin Tidehunter,Flamecannon,Novice Engineer,Twisted Worgen,Arcane Intellect,Earthen Ring Farseer,Effigy,Light's Champion,Razorfen Hunter,Ogre Magi,Piloted Shredder,Polluted Hoarder,Polymorph,Sen'jin Shieldmasta,Tomb Spider,Water Elemental,Silver Hand Knight,Venture Co. Mercenary,Archmage,Corrupted Seer,Drakonid Crusher,Faceless Summoner,Volcanic Drake,Flamestrike,"Hogger, Doom of Elwynn",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12,2,High
2016-06-28,https://www.heartharena.com/arena-run/s86456,s86456,Priest,Mid-Range,WOG,63.5,Bloodsail Corsair,Power Word: Shield,Acidic Swamp Ooze,Boneguard Lieutenant,Haunted Creeper,Mad Bomber,Recombobulator,Shadow Word: Pain,Shadowboxer,Shrinkmeister,Twisted Worgen,Acolyte of Pain,Gnomish Experimenter,Imp Master,Saboteur,Thoughtsteal,Aberrant Berserker,Defender of Argus,Refreshment Vendor,Shadow Madness,Shadow Word: Horror,Spellbreaker,Darkshire Alchemist,Recruiter,Spectral Knight,Entomb,Stormwind Champion,,,,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,2.0,,,,4,0,Low
2016-06-29,https://www.heartharena.com/arena-run/07nlm3,07nlm3,Druid,Mid-Range,WOG,67.5,Argent Squire,Claw,Raven Idol,Bilefin Tidehunter,Druid of the Saber,Mark of Y'Shaarj,Power of the Wild,Earthen Ring Farseer,Scarlet Crusader,Squirming Tentacle,Dark Iron Dwarf,Gnomish Inventor,Jungle Moonkin,Mini-Mage,Piloted Shredder,Savage Combatant,Wildwalker,Mukla's Champion,Pit Fighter,Psych-o-Tron,Sludge Belcher,Argent Commander,Lord of the Arena,Mech-Bear-Cat,Volcanic Drake,Bog Creeper,,,,,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,2.0,,,,,12,2,High
2016-06-29,https://www.heartharena.com/arena-run/ee6424,ee6424,Rogue,Aggro-Control,WOG,67.3,Backstab,Argent Squire,Eviscerate,Gilblin Stalker,Mad Bomber,Sap,Sunfury Protector,Undercity Huckster,Argent Horserider,Ice Rager,Razorfen Hunter,SI:7 Agent,Unearthed Raptor,Aberrant Berserker,Anub'ar Ambusher,Cyclopian Horror,Gnomish Inventor,Infested Tauren,Piloted Shredder,Sabotage,Southsea Squidface,Tinker's Sharpsword Oil,Tomb Spider,Assassinate,Clockwork Knight,Ogre Ninja,Emperor Thaurissan,Reckless Rocketeer,,,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,8,1,High
2016-06-30,https://www.heartharena.com/arena-run/lb9k3i,lb9k3i,Shaman,Mid-Range,WOG,57.9,Lowly Squire,Tunnel Trogg,Acidic Swamp Ooze,Crackle,Dire Wolf Alpha,Micro Machine,Whirling Zap-o-matic,Wild Pyromancer,Windfury,Ice Rager,Jungle Panther,Unbound Elemental,Dunemaul Shaman,Flamewreathed Faceless,Maiden of the Lake,Ogre Magi,Polluted Hoarder,Wailing Soul,Bloodlust,Clockwork Knight,Gurubashi Berserker,Psych-o-Tron,Salty Dog,Corrupted Seer,Wobbling Runts,Bog Creeper,Force-Tank MAX,,,,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1.0,1.0,1.0,1.0,1.0,1.0,,,,0,0,Zero
2016-07-01,https://www.heartharena.com/arena-run/gw89aj,gw89aj,Warlock,Mid-Range,WOG,64.1,Corruption,Injured Kvaldir,Zealous Initiate,Bloodfen Raptor,Crazed Alchemist,Dire Wolf Alpha,Gilblin Stalker,Darkshire Councilman,Demonwrath,Emperor Cobra,Imp Gang Boss,Saboteur,Silent Knight,Squirming Tentacle,Fel Cannon,Infested Tauren,Piloted Shredder,Refreshment Vendor,Stormwind Knight,Pit Fighter,Spectral Knight,Spiteful Smith,Nerubian Prophet,Siphon Soul,Volcanic Drake,,,,,,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2.0,1.0,2.0,1.0,,,,,,7,1,High
2016-07-01,https://www.heartharena.com/arena-run/72etuh,72etuh,Paladin,Mid-Range,WOG,73.6,Divine Strength,Elven Archer,Worgen Infiltrator,Amani Berserker,Dire Wolf Alpha,Huge Toad,Jeweled Scarab,Mechwarper,Shielded Minibot,Muster for Battle,Scarlet Crusader,Silver Hand Regent,Blessing of Kings,Chillwind Yeti,Consecration,Hammer of Wrath,Keeper of Uldaman,Murloc Knight,Piloted Shredder,Sen'jin Shieldmasta,Djinni of Zephyrs,Pit Fighter,Silver Hand Knight,Solemn Vigil,Spiteful Smith,Kodorider,Lord of the Arena,Sunwalker,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,12,2,High
2016-07-02,https://www.heartharena.com/arena-run/3ljp68,3ljp68,Paladin,Mid-Range,WOG,67.5,Divine Strength,Light's Justice,Redemption,Acidic Swamp Ooze,Argent Lance,Bloodsail Raider,Shielded Minibot,Earthen Ring Farseer,Ogre Brute,Rallying Blade,Shattered Sun Cleric,Spawn of N'Zoth,Steward of Darkshire,Chillwind Yeti,Defender of Argus,Gnomish Inventor,Keeper of Uldaman,Polluted Hoarder,Darkscale Healer,Frostwolf Warlord,Pit Fighter,Spectral Knight,Spiteful Smith,Stand Against Darkness,Boulderfist Ogre,Nerubian Prophet,Reckless Rocketeer,Sunwalker,Bog Creeper,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,4,0,Low
2016-07-02,https://www.heartharena.com/arena-run/0trf60,0trf60,Warrior,Mid-Range,WOG,65.1,Abusive Sergeant,Blood To Ichor,N'Zoth's First Mate,Warbot,Zombie Chow,Amani Berserker,Bilefin Tidehunter,Bloodfen Raptor,Bloodsail Raider,Dire Wolf Alpha,Gilblin Stalker,Mad Bomber,Argent Horserider,Coldlight Oracle,Questing Adventurer,Ravaging Ghoul,Cult Master,Cyclopian Horror,Silvermoon Guardian,Spellbreaker,Stormwind Knight,Bomb Lobber,Gurubashi Berserker,Siege Engine,Corrupted Seer,Nerubian Prophet,Obsidian Destroyer,Eldritch Horror,Force-Tank MAX,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,5,1,Low
2016-07-02,https://www.heartharena.com/arena-run/abp2vy,abp2vy,Warrior,Tempo,WOG,67.8,Blood To Ichor,Zombie Chow,Amani Berserker,Bloodfen Raptor,Cleave,Execute,Mad Bomber,Ship's Cannon,Emperor Cobra,Fiery War Axe,Ice Rager,Mind Control Tech,Razorfen Hunter,Silver Hand Regent,Spider Tank,Aberrant Berserker,Arathi Weaponsmith,Bloodhoof Brave,Chillwind Yeti,Gnomish Inventor,Mortal Strike,Piloted Shredder,Bomb Lobber,Spectral Knight,Stranglethorn Tiger,Captured Jormungar,Stormwind Champion,Force-Tank MAX,North Sea Kraken,Faceless Behemoth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,1,Low
2016-07-02,https://www.heartharena.com/arena-run/6f6i58,6f6i58,Mage,Attrition,WOG,66.8,Lowly Squire,Faerie Dragon,Fallen Hero,Flamecannon,Mana Wyrm,Stonesplinter Trogg,Unstable Portal,Acolyte of Pain,Dragonhawk Rider,Duplicate,Fencing Coach,Soot Spewer,Spellslinger,Aberrant Berserker,Arcane Nullifier X-21,Polluted Hoarder,Polymorph,Refreshment Vendor,Bomb Lobber,Flame Lance,Kvaldir Raider,Spiteful Smith,Faceless Summoner,Nerubian Prophet,Bog Creeper,Stormwind Champion,Eldritch Horror,Sea Giant,,,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,12,2,High
2016-07-03,https://www.heartharena.com/arena-run/ev36sd,ev36sd,Shaman,Tempo,WOG,67.9,Lightning Bolt,Voodoo Doctor,Dire Wolf Alpha,Faerie Dragon,Mana Wraith,Micro Machine,Rockbiter Weapon,Stormcrack,Youthful Brewmaster,Razorfen Hunter,Shattered Sun Cleric,Spider Tank,Tinkertown Technician,Tuskarr Totemic,Fireguard Destroyer,Flamewreathed Faceless,Hex,Lost Tallstrider,Mechanical Yeti,Piloted Shredder,Twilight Drake,Blackwing Corruptor,Doomhammer,Stampeding Kodo,Stranglethorn Tiger,Thunder Bluff Valiant,Corrupted Seer,Fire Elemental,Force-Tank MAX,Ysera,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,1,Low
2016-07-03,https://www.heartharena.com/arena-run/txx5hz,txx5hz,Mage,Attrition,WOG,64.3,Ice Lance,Murloc Raider,Fallen Hero,Frostbolt,Gilblin Stalker,Haunted Creeper,Loot Hoarder,Mana Wyrm,River Crocolisk,Sunfury Protector,Acolyte of Pain,Ironfur Grizzly,Mirror Entity,Cone of Cold,Dark Iron Dwarf,Goblin Blastmage,Lost Tallstrider,Maiden of the Lake,Mechanical Yeti,Polymorph,Spellbreaker,Water Elemental,Clockwork Knight,Ethereal Conjurer,Fel Reaver,Flame Lance,Venture Co. Mercenary,Drakonid Crusher,Frost Elemental,Bog Creeper,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9,2,High
2016-07-03,https://www.heartharena.com/arena-run/5t1l80,5t1l80,Druid,Mid-Range,WOG,64.5,Innervate,Forbidden Ancient,Worgen Infiltrator,Acidic Swamp Ooze,Amani Berserker,Boneguard Lieutenant,Haunted Creeper,Mad Bomber,Mechwarper,Acolyte of Pain,Earthen Ring Farseer,Healing Touch,Spider Tank,Wolfrider,Bite,Maiden of the Lake,Mire Keeper,Savage Combatant,Swipe,Twilight Drake,Anubisath Sentinel,Clockwork Knight,Starfall,Corrupted Seer,Mech-Bear-Cat,Nerubian Prophet,Volcanic Drake,Bog Creeper,Force-Tank MAX,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,9,2,High
2016-07-03,https://www.heartharena.com/arena-run/ui439k,ui439k,Rogue,Mid-Range,WOG,70.2,Lowly Squire,Zombie Chow,Dire Wolf Alpha,Eviscerate,Goblin Auto-Barber,Stonesplinter Trogg,Undercity Valiant,Harvest Golem,Raging Worgen,Shadow Strike,Squirming Tentacle,Unearthed Raptor,Burly Rockjaw Trogg,Chillwind Yeti,Cult Master,Gorillabot A-3,Hungry Dragon,Sen'jin Shieldmasta,Southsea Squidface,Assassinate,Dark Iron Skulker,Kvaldir Raider,Ogre Ninja,Shado-Pan Rider,Nerubian Prophet,Bog Creeper,,,,,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,2.0,1.0,1.0,2.0,,,,,5,1,Low
2016-07-04,https://www.heartharena.com/arena-run/r555jn,r555jn,Mage,Classic Control,WOG,70.0,Forbidden Flame,Elven Archer,Bilefin Tidehunter,Bluegill Warrior,Explosive Sheep,Flame Juggler,Mana Wyrm,Sorcerer's Apprentice,Argent Horserider,Kirin Tor Mage,Twilight Flamecaller,Cone of Cold,Cult Master,Goblin Blastmage,Sen'jin Shieldmasta,Water Elemental,Cabalist's Tome,Clockwork Knight,Darkscale Healer,Flame Lance,Kvaldir Raider,Spiteful Smith,Corrupted Seer,Faceless Summoner,Bog Creeper,Flamestrike,Stormwind Champion,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1.0,1.0,2.0,1.0,1.0,1.0,,,,12,2,High
2016-07-04,https://www.heartharena.com/arena-run/5i2osn,5i2osn,Mage,Attrition,WOG,67.0,Acidic Swamp Ooze,Arcane Explosion,Flame Juggler,Haunted Creeper,Kobold Geomancer,Loot Hoarder,Unstable Portal,Earthen Ring Farseer,Emperor Cobra,Kirin Tor Mage,Mirror Entity,Silver Hand Regent,Twilight Flamecaller,Evil Heckler,Gnomish Inventor,Polluted Hoarder,Polymorph,Sen'jin Shieldmasta,Violet Teacher,Water Elemental,Bomb Lobber,Corrupted Healbot,Dragon's Breath,Ethereal Conjurer,Kvaldir Raider,Stampeding Kodo,Faceless Summoner,War Golem,Force-Tank MAX,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,4,0,Low
2016-07-04,https://www.heartharena.com/arena-run/hy685z,hy685z,Rogue,Tempo,WOG,67.8,Backstab,Bladed Cultist,Lowly Squire,Zombie Chow,Goblin Auto-Barber,Huge Toad,Mad Bomber,Sap,Acolyte of Pain,Shadow Strike,Shady Dealer,Squirming Tentacle,Ancient Brewmaster,Defender of Argus,Dread Corsair,Gnomish Inventor,Master of Disguise,Sen'jin Shieldmasta,Southsea Squidface,Antique Healbot,Blackwing Corruptor,Dark Iron Skulker,Spiteful Smith,Boulderfist Ogre,Drakonid Crusher,Scaled Nightmare,Bog Creeper,Stormwind Champion,,,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,6,1,Low
2016-07-05,https://www.heartharena.com/arena-run/x392gt,x392gt,Druid,Classic Aggro,WOG,64.0,Innervate,Living Roots,Raven Idol,Worgen Infiltrator,Boneguard Lieutenant,Darnassus Aspirant,Mark of the Wild,Micro Machine,River Crocolisk,Wrath,Addled Grizzly,Druid of the Flame,Earthen Ring Farseer,Savage Roar,Scarlet Crusader,Aberrant Berserker,Arcane Nullifier X-21,Dragonkin Sorcerer,Mire Keeper,Tomb Spider,Twilight Drake,Corrupted Healbot,Druid of the Fang,Pit Fighter,Stranglethorn Tiger,Ironbark Protector,,,,,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,2,1,1.0,1.0,1.0,1.0,1.0,,,,,2,0,Low
2016-07-05,https://www.heartharena.com/arena-run/m9j5hs,m9j5hs,Warrior,Classic Control,WOG,69.7,Blood To Ichor,Bloodfen Raptor,Cleave,Faerie Dragon,Gilblin Stalker,Slam,Acolyte of Pain,Fierce Monkey,Mind Control Tech,Ravaging Ghoul,Shade of Naxxramas,Shield Block,Chillwind Yeti,Defender of Argus,Gnomish Inventor,Silvermoon Guardian,Corrupted Healbot,Darkscale Healer,Spectral Knight,Argent Commander,Gadgetzan Auctioneer,Bog Creeper,Crush,Obsidian Destroyer,Eldritch Horror,North Sea Kraken,Varian Wrynn,,,,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,,,,12,2,High
2016-07-05,https://www.heartharena.com/arena-run/bs74z5,bs74z5,Mage,Attrition,WOG,66.5,Flame Juggler,Murloc Tidehunter,Ship's Cannon,Sorcerer's Apprentice,Dragonhawk Rider,Flamewaker,Forgotten Torch,Ogre Brute,Polymorph: Boar,Scarlet Crusader,Silver Hand Regent,Cult Master,Dark Iron Dwarf,Gnomish Inventor,Maiden of the Lake,Polymorph,Spellbreaker,Tomb Spider,Darkscale Healer,Ethereal Conjurer,Pit Fighter,Sludge Belcher,Stampeding Kodo,Boulderfist Ogre,Drakonid Crusher,Faceless Summoner,Master Jouster,Force-Tank MAX,North Sea Kraken,,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,4,0,Low
2016-07-05,https://www.heartharena.com/arena-run/8god4c,8god4c,Priest,Attrition,WOG,63.3,Elven Archer,Holy Smite,Mind Vision,Northshire Cleric,Power Word: Shield,Zealous Initiate,Boneguard Lieutenant,Mad Bomber,Museum Curator,Novice Engineer,Resurrect,Shadow Word: Pain,Shadowboxer,Unstable Ghoul,Wild Pyromancer,Acolyte of Pain,Deathlord,Goblin Sapper,Aberrant Berserker,Cult Master,Jeeves,Piloted Shredder,Holy Nova,Power Word: Tentacles,Corrupted Seer,Stormwind Champion,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1.0,2.0,2.0,1.0,1.0,,,,,2,0,Low
2016-07-06,https://www.heartharena.com/arena-run/9v3m94,9v3m94,Warrior,Tempo,WOG,71.0,Argent Squire,Blood To Ichor,Battle Rage,Boneguard Lieutenant,Cleave,Cruel Taskmaster,Dire Wolf Alpha,Execute,Flame Juggler,Lance Carrier,Puddlestomper,Slam,Twisted Worgen,Fierce Monkey,Fiery War Axe,Silent Knight,Tauren Warrior,Arathi Weaponsmith,Bloodhoof Brave,Defender of Argus,Kor'kron Elite,Sen'jin Shieldmasta,Spellbreaker,Arcanite Reaper,Sludge Belcher,Kodorider,Gorehowl,Obsidian Destroyer,Alexstrasza,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,8,1,High
2016-07-06,https://www.heartharena.com/arena-run/7nv4vs,7nv4vs,Rogue,Mid-Range,WOG,71.3,Backstab,Abusive Sergeant,Buccaneer,Pit Snake,Amani Berserker,Defias Ringleader,Haunted Creeper,Mechwarper,Stonesplinter Trogg,Sunfury Protector,Blood Knight,Light's Champion,Mind Control Tech,Shadow Strike,Silithid Swarmer,Arcane Nullifier X-21,Piloted Shredder,Polluted Hoarder,Tomb Spider,Dark Iron Skulker,Darkscale Healer,Spiteful Smith,Nerubian Prophet,Piloted Sky Golem,Bog Creeper,Ravenholdt Assassin,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,2.0,1.0,3.0,1.0,,,,,10,2,High
2016-07-06,https://www.heartharena.com/arena-run/b9458u,b9458u,Mage,Attrition,WOG,65.7,Bloodsail Raider,Fallen Hero,Flamecannon,Huge Toad,Jeweled Scarab,Snowchugger,Acolyte of Pain,Flamewaker,Harvest Golem,Ironfur Grizzly,Aberrant Berserker,Cult Master,Infested Tauren,Mechanical Yeti,Polluted Hoarder,Polymorph,Water Elemental,Azure Drake,Clockwork Knight,Ethereal Conjurer,Servant of Yogg-Saron,Venture Co. Mercenary,Reckless Rocketeer,Captured Jormungar,Stormwind Champion,,,,,,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1.0,1.0,1.0,1.0,,,,,,9,2,High
2016-07-07,https://www.heartharena.com/arena-run/d069fa,d069fa,Mage,Attrition,WOG,68.2,Zombie Chow,Doomsayer,Explosive Sheep,Gilblin Stalker,Mana Wyrm,Snowchugger,Sorcerer's Apprentice,Youthful Brewmaster,Arcane Intellect,Blackwing Technician,Flamewaker,Silver Hand Regent,Twilight Flamecaller,Hungry Dragon,Lost Tallstrider,Piloted Shredder,Cabalist's Tome,Flame Lance,Frostwolf Warlord,Silver Hand Knight,Faceless Summoner,Nerubian Prophet,Bog Creeper,,,,,,,,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,2,3,1,1,2,1.0,1.0,,,,,,,,7,1,High
2016-07-07,https://www.heartharena.com/arena-run/971xq3,971xq3,Warlock,Classic Aggro,WOG,64.7,Forbidden Ritual,Argent Squire,Blood Imp,Flame Imp,Mortal Coil,Possessed Villager,Soulfire,Zombie Chow,Dark Peddler,Faerie Dragon,Nerubian Egg,Tiny Knight of Evil,Twisted Worgen,Darkshire Councilman,Dragonhawk Rider,Harvest Golem,Ogre Brute,Raid Leader,Razorfen Hunter,Evil Heckler,Violet Teacher,Antique Healbot,Floating Watcher,Mogor's Champion,North Sea Kraken,Frost Giant,,,,,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,3,1,1.0,1.0,1.0,1.0,1.0,,,,,3,0,Low
2016-07-07,https://www.heartharena.com/arena-run/u9t6p7,u9t6p7,Mage,Attrition,WOG,66.8,Flame Juggler,Frostbolt,Huge Toad,Loot Hoarder,Snowchugger,Unstable Portal,Earthen Ring Farseer,Ogre Brute,Polymorph: Boar,Silver Hand Regent,Soot Spewer,Spellslinger,Burly Rockjaw Trogg,Cone of Cold,Fireball,Gnomish Inventor,Mechanical Yeti,Polymorph,Spellbreaker,Water Elemental,Darkscale Healer,Silver Hand Knight,Corrupted Seer,Frost Elemental,Nerubian Prophet,Sunwalker,Stormwind Champion,Eldritch Horror,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,12,2,High
2016-07-08,https://www.heartharena.com/arena-run/ed77l1,ed77l1,Warrior,Tempo,WOG,68.4,Amani Berserker,Bilefin Tidehunter,Cleave,Gilblin Stalker,Pint-Sized Summoner,Slam,Sparring Partner,Fiery War Axe,Frothing Berserker,Illuminator,Orgrimmar Aspirant,Raid Leader,Arathi Weaponsmith,Bloodhoof Brave,Death's Bite,Infested Tauren,Kor'kron Elite,Oasis Snapjaw,Twilight Summoner,Djinni of Zephyrs,Spectral Knight,Boulderfist Ogre,Nerubian Prophet,Reckless Rocketeer,Obsidian Destroyer,Alexstrasza,,,,,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,2,1.0,1.0,1.0,1.0,1.0,,,,,6,1,Low
2016-07-08,https://www.heartharena.com/arena-run/72886s,72886s,Mage,Classic Control,WOG,69.7,Arcane Missiles,Amani Berserker,Frostbolt,Huge Toad,Jeweled Scarab,Mechwarper,Acolyte of Pain,Flamewaker,Ironfur Grizzly,Raging Worgen,Dark Iron Dwarf,Goblin Blastmage,Polymorph,Water Elemental,Big Game Hunter,Blackwing Corruptor,Clockwork Knight,Madder Bomber,Psych-o-Tron,Stampeding Kodo,Blizzard,Kodorider,Nerubian Prophet,Sunwalker,Bog Creeper,Flamestrike,,,,,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1.0,2.0,1.0,1.0,1.0,,,,,8,1,High
2016-07-08,https://www.heartharena.com/arena-run/p7hu30,p7hu30,Rogue,Mid-Range,WOG,69.1,Bladed Cultist,Deadly Poison,Pit Snake,Zealous Initiate,Acidic Swamp Ooze,Eviscerate,Goblin Auto-Barber,Haunted Creeper,Huge Toad,Mad Bomber,Micro Machine,Fan of Knives,Ironfur Grizzly,Ogre Brute,Shady Dealer,Unearthed Raptor,Piloted Shredder,Polluted Hoarder,Tomb Pillager,Twilight Drake,Twilight Summoner,Kvaldir Raider,Silver Hand Knight,Boulderfist Ogre,Kodorider,Bog Creeper,Stormwind Champion,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1.0,1.0,1.0,1.0,3.0,1.0,,,,12,2,High
2016-07-09,https://www.heartharena.com/arena-run/w38sn5,w38sn5,Druid,Mid-Range,WOG,62.5,Abusive Sergeant,Living Roots,Worgen Infiltrator,Bloodfen Raptor,Druid of the Saber,Haunted Creeper,Mark of Y'Shaarj,Mechwarper,Druid of the Flame,Gnomeregan Infantry,Silver Hand Regent,Cult Master,Enhance-o Mechano,Gnomish Inventor,Silvermoon Guardian,Wildwalker,Antique Healbot,Grim Patron,Kvaldir Raider,Madder Bomber,Silver Hand Knight,Spectral Knight,Stranglethorn Tiger,Nerubian Prophet,Nourish,Bog Creeper,Fossilized Devilsaur,,,,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,3.0,1.0,1.0,1.0,,,,6,1,Low
